UV_CACHE_DIR=.uv-cache uv run pytest tests/integration/cognition/test_persona_policy_quantitative.py -s --no-cov
============================= test session starts ==============================
platform darwin -- Python 3.12.13, pytest-8.4.2, pluggy-1.6.0
rootdir: /Users/cassia/Local/Code/iris_memory_core
configfile: pyproject.toml
plugins: cov-7.1.0, anyio-4.15.0
collected 2800 items

tests/integration/cognition/test_persona_policy_quantitative.py W03 locked/0: rejected by locked policy forbids Persona proposals; current unchanged
.W03 cumulative_delta/179: accepted at boundary; one Current revision
.W03 cumulative_delta/180: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/181: accepted at boundary; one Current revision
.W03 cumulative_delta/182: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/183: accepted at boundary; one Current revision
.W03 cumulative_delta/184: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/185: accepted at boundary; one Current revision
.W03 cumulative_delta/186: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/187: accepted at boundary; one Current revision
.W03 cumulative_delta/188: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/189: accepted at boundary; one Current revision
.W03 cumulative_delta/190: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/191: accepted at boundary; one Current revision
.W03 cumulative_delta/192: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/193: accepted at boundary; one Current revision
.W03 cumulative_delta/194: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/195: accepted at boundary; one Current revision
.W03 cumulative_delta/196: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/197: accepted at boundary; one Current revision
.W03 cumulative_delta/198: rejected by cumulative magnitude limit; current unchanged
.W03 cumulative_delta/199: accepted at boundary; one Current revision
.W03 evidence_count/0: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/1: accepted at boundary; one Current revision
.W03 evidence_count/2: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/3: accepted at boundary; one Current revision
.W03 evidence_count/4: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/5: accepted at boundary; one Current revision
.W03 evidence_count/6: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/7: accepted at boundary; one Current revision
.W03 evidence_count/8: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/9: accepted at boundary; one Current revision
.W03 evidence_count/10: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/11: accepted at boundary; one Current revision
.W03 evidence_count/12: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/13: accepted at boundary; one Current revision
.W03 evidence_count/14: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/15: accepted at boundary; one Current revision
.W03 evidence_count/16: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/17: accepted at boundary; one Current revision
.W03 evidence_count/18: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/19: accepted at boundary; one Current revision
.W03 evidence_count/20: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/21: accepted at boundary; one Current revision
.W03 evidence_count/22: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/23: accepted at boundary; one Current revision
.W03 evidence_count/24: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/25: accepted at boundary; one Current revision
.W03 evidence_count/26: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/27: accepted at boundary; one Current revision
.W03 evidence_count/28: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/29: accepted at boundary; one Current revision
.W03 evidence_count/30: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/31: accepted at boundary; one Current revision
.W03 evidence_count/32: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/33: accepted at boundary; one Current revision
.W03 evidence_count/34: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/35: accepted at boundary; one Current revision
.W03 evidence_count/36: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/37: accepted at boundary; one Current revision
.W03 evidence_count/38: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/39: accepted at boundary; one Current revision
.W03 evidence_count/40: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/41: accepted at boundary; one Current revision
.W03 evidence_count/42: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/43: accepted at boundary; one Current revision
.W03 evidence_count/44: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/45: accepted at boundary; one Current revision
.W03 evidence_count/46: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/47: accepted at boundary; one Current revision
.W03 evidence_count/48: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/49: accepted at boundary; one Current revision
.W03 evidence_count/50: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/51: accepted at boundary; one Current revision
.W03 evidence_count/52: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/53: accepted at boundary; one Current revision
.W03 evidence_count/54: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/55: accepted at boundary; one Current revision
.W03 evidence_count/56: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/57: accepted at boundary; one Current revision
.W03 evidence_count/58: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/59: accepted at boundary; one Current revision
.W03 evidence_count/60: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/61: accepted at boundary; one Current revision
.W03 evidence_count/62: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/63: accepted at boundary; one Current revision
.W03 evidence_count/64: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/65: accepted at boundary; one Current revision
.W03 evidence_count/66: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/67: accepted at boundary; one Current revision
.W03 evidence_count/68: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/69: accepted at boundary; one Current revision
.W03 evidence_count/70: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/71: accepted at boundary; one Current revision
.W03 evidence_count/72: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/73: accepted at boundary; one Current revision
.W03 evidence_count/74: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/75: accepted at boundary; one Current revision
.W03 evidence_count/76: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/77: accepted at boundary; one Current revision
.W03 evidence_count/78: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/79: accepted at boundary; one Current revision
.W03 evidence_count/80: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/81: accepted at boundary; one Current revision
.W03 evidence_count/82: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/83: accepted at boundary; one Current revision
.W03 evidence_count/84: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/85: accepted at boundary; one Current revision
.W03 evidence_count/86: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/87: accepted at boundary; one Current revision
.W03 evidence_count/88: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/89: accepted at boundary; one Current revision
.W03 evidence_count/90: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/91: accepted at boundary; one Current revision
.W03 evidence_count/92: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/93: accepted at boundary; one Current revision
.W03 evidence_count/94: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/95: accepted at boundary; one Current revision
.W03 evidence_count/96: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/97: accepted at boundary; one Current revision
.W03 evidence_count/98: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/99: accepted at boundary; one Current revision
.W03 evidence_count/100: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/101: accepted at boundary; one Current revision
.W03 evidence_count/102: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/103: accepted at boundary; one Current revision
.W03 evidence_count/104: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/105: accepted at boundary; one Current revision
.W03 evidence_count/106: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/107: accepted at boundary; one Current revision
.W03 evidence_count/108: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/109: accepted at boundary; one Current revision
.W03 evidence_count/110: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/111: accepted at boundary; one Current revision
.W03 evidence_count/112: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/113: accepted at boundary; one Current revision
.W03 evidence_count/114: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/115: accepted at boundary; one Current revision
.W03 evidence_count/116: rejected by insufficient Evidence$; current unchanged
.W03 evidence_count/117: accepted at boundary; one Current revision
.W03 evidence_count/118: rejected by insufficient Evidence$; current unchanged
